epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
264,374.204,0.51474,0.37088,0.89233,0.98288,0.99587,0.99432,0.88533,0.5017,0.31633,0.84373,0.000798926,0.000798926,0.000798926
265,375.59,0.51441,0.37298,0.8907,0.98177,0.98567,0.99197,0.88665,0.48989,0.32536,0.84115,0.000795626,0.000795626,0.000795626
266,377.046,0.54168,0.40599,0.89645,0.97311,0.96268,0.98617,0.85011,0.54741,0.36804,0.85289,0.000792325,0.000792325,0.000792325
267,378.437,0.50909,0.41091,0.87686,0.9784,0.98575,0.99098,0.87147,0.51512,0.34791,0.84452,0.000789024,0.000789024,0.000789024
268,379.842,0.55213,0.39279,0.89852,0.98137,0.98835,0.99385,0.87318,0.50068,0.35371,0.84421,0.000785724,0.000785724,0.000785724
269,381.229,0.56482,0.41548,0.91186,0.97925,0.99022,0.9929,0.88789,0.47334,0.33722,0.83861,0.000782423,0.000782423,0.000782423
270,382.612,0.50359,0.36552,0.88952,0.97792,0.99211,0.99239,0.88234,0.48483,0.33534,0.83917,0.000779122,0.000779122,0.000779122
271,383.997,0.49527,0.35926,0.87374,0.97929,0.98735,0.99181,0.89087,0.46259,0.32339,0.83281,0.000775822,0.000775822,0.000775822
272,385.463,0.50858,0.36127,0.8922,0.97246,0.98402,0.99224,0.89697,0.45538,0.32537,0.83552,0.000772521,0.000772521,0.000772521
273,386.994,0.49209,0.3542,0.87057,0.97412,0.9854,0.99413,0.89472,0.45676,0.33467,0.83268,0.00076922,0.00076922,0.00076922
274,388.378,0.51194,0.42304,0.88157,0.97732,0.98835,0.99444,0.8881,0.46465,0.33227,0.83347,0.00076592,0.00076592,0.00076592
275,389.758,0.52259,0.3674,0.88973,0.99021,0.98428,0.99419,0.88754,0.46664,0.3399,0.83642,0.000762619,0.000762619,0.000762619
276,391.155,0.50107,0.36305,0.87103,0.98524,0.98459,0.99459,0.88305,0.47608,0.34661,0.83893,0.000759318,0.000759318,0.000759318
277,392.542,0.50743,0.36279,0.90093,0.98458,0.98835,0.99409,0.88118,0.48396,0.32204,0.84187,0.000756018,0.000756018,0.000756018
278,393.931,0.5148,0.36294,0.89198,0.98706,0.98877,0.99322,0.88333,0.47334,0.32039,0.839,0.000752717,0.000752717,0.000752717
279,395.307,0.52016,0.36155,0.88741,0.98291,0.98481,0.99323,0.89339,0.46136,0.31918,0.83359,0.000749417,0.000749417,0.000749417
280,396.79,0.50877,0.37123,0.89529,0.98,0.98992,0.99405,0.89748,0.44732,0.31282,0.82838,0.000746116,0.000746116,0.000746116
281,398.259,0.49498,0.33745,0.87167,0.97988,0.98818,0.99347,0.8945,0.45828,0.31837,0.8299,0.000742815,0.000742815,0.000742815
282,399.641,0.50205,0.35101,0.88708,0.97895,0.98776,0.9933,0.89486,0.47276,0.3229,0.83337,0.000739515,0.000739515,0.000739515
283,401.025,0.51913,0.35726,0.87085,0.98493,0.98406,0.99282,0.89859,0.47507,0.31875,0.83591,0.000736214,0.000736214,0.000736214
284,402.486,0.5012,0.35205,0.90678,0.97852,0.98459,0.99158,0.89397,0.46605,0.31314,0.83472,0.000732913,0.000732913,0.000732913
285,403.878,0.5082,0.35453,0.8815,0.98124,0.98835,0.99365,0.9004,0.44857,0.30267,0.83041,0.000729613,0.000729613,0.000729613
286,405.334,0.47627,0.34028,0.87772,0.9898,0.98073,0.99341,0.89726,0.4494,0.30326,0.83033,0.000726312,0.000726312,0.000726312
287,406.796,0.50341,0.39488,0.9019,0.98615,0.98286,0.99367,0.90019,0.45729,0.30588,0.83128,0.000723011,0.000723011,0.000723011
288,408.186,0.50664,0.34674,0.89141,0.98995,0.98661,0.99474,0.89758,0.46899,0.3084,0.83411,0.000719711,0.000719711,0.000719711
289,409.576,0.51691,0.33492,0.90363,0.98154,0.98952,0.99409,0.90126,0.46417,0.29518,0.83497,0.00071641,0.00071641,0.00071641
290,411.026,0.49378,0.33134,0.88255,0.98665,0.98155,0.99428,0.90335,0.46392,0.29514,0.8341,0.000713109,0.000713109,0.000713109
291,412.48,0.46333,0.31863,0.87784,0.98582,0.99211,0.99466,0.90049,0.46273,0.29123,0.83142,0.000709809,0.000709809,0.000709809
292,413.875,0.52575,0.34599,0.90921,0.98813,0.98459,0.99466,0.89471,0.4738,0.28975,0.83141,0.000706508,0.000706508,0.000706508
293,415.255,0.4907,0.32619,0.87797,0.99204,0.98459,0.99455,0.89972,0.47011,0.29225,0.83069,0.000703207,0.000703207,0.000703207
294,416.723,0.4958,0.33586,0.88348,0.99239,0.98487,0.99451,0.8993,0.46903,0.29987,0.83095,0.000699907,0.000699907,0.000699907
295,418.102,0.50351,0.34166,0.8811,0.9854,0.99587,0.9944,0.89493,0.45541,0.3039,0.82835,0.000696606,0.000696606,0.000696606
296,419.491,0.48631,0.35848,0.89141,0.9854,0.98459,0.99456,0.89963,0.43387,0.29347,0.82229,0.000693305,0.000693305,0.000693305
297,420.868,0.47169,0.35037,0.88792,0.98207,0.98083,0.99375,0.89416,0.44465,0.3047,0.8251,0.000690005,0.000690005,0.000690005
298,422.255,0.48305,0.33682,0.87065,0.98342,0.98083,0.99353,0.90315,0.45097,0.29952,0.82491,0.000686704,0.000686704,0.000686704
299,423.641,0.49605,0.33516,0.87407,0.98821,0.98459,0.9944,0.90565,0.45918,0.2957,0.82456,0.000683403,0.000683403,0.000683403
300,425.109,0.48085,0.33293,0.87745,0.98682,0.98835,0.99443,0.91127,0.43832,0.29148,0.82147,0.000680103,0.000680103,0.000680103
301,426.644,0.46754,0.32443,0.87248,0.9864,0.99211,0.9942,0.91505,0.43583,0.28961,0.82066,0.000676802,0.000676802,0.000676802
302,428.093,0.45341,0.33011,0.88958,0.98427,0.98083,0.99415,0.90632,0.4461,0.29667,0.82409,0.000673501,0.000673501,0.000673501
303,429.473,0.46644,0.32787,0.87861,0.98312,0.97691,0.99478,0.91481,0.42871,0.30045,0.82452,0.000670201,0.000670201,0.000670201
304,430.867,0.49269,0.33501,0.8681,0.98947,0.98651,0.99436,0.9083,0.44674,0.29871,0.83007,0.0006669,0.0006669,0.0006669
305,432.248,0.47957,0.33916,0.88142,0.99301,0.98459,0.99463,0.89905,0.47912,0.29882,0.83687,0.000663599,0.000663599,0.000663599
306,433.637,0.54224,0.35082,0.88274,0.99342,0.98714,0.9947,0.89731,0.47872,0.29345,0.83693,0.000660299,0.000660299,0.000660299
307,435.018,0.49076,0.35292,0.88709,0.98978,0.99099,0.99477,0.9055,0.46594,0.28349,0.83412,0.000656998,0.000656998,0.000656998
308,436.494,0.49419,0.32591,0.87213,0.98586,0.98459,0.99386,0.89503,0.47055,0.28492,0.83389,0.000653697,0.000653697,0.000653697
309,437.876,0.52738,0.34935,0.88993,0.98328,0.98083,0.99344,0.88882,0.47157,0.29352,0.83392,0.000650397,0.000650397,0.000650397
310,439.274,0.5225,0.36443,0.8949,0.98624,0.98365,0.99342,0.89131,0.47456,0.3022,0.83458,0.000647096,0.000647096,0.000647096
311,440.662,0.48925,0.33524,0.87545,0.99016,0.98021,0.99272,0.90447,0.44673,0.29287,0.82663,0.000643795,0.000643795,0.000643795
312,442.061,0.46364,0.31764,0.86738,0.9882,0.98083,0.99258,0.90856,0.43291,0.27797,0.8205,0.000640495,0.000640495,0.000640495
313,443.442,0.47045,0.30587,0.87376,0.98755,0.98459,0.99428,0.91042,0.43739,0.27118,0.82338,0.000637194,0.000637194,0.000637194
314,444.825,0.4868,0.32214,0.87678,0.97844,0.98988,0.99315,0.90164,0.46415,0.27623,0.83022,0.000633893,0.000633893,0.000633893
315,446.29,0.50407,0.34277,0.89659,0.98549,0.99317,0.99435,0.90435,0.46431,0.27842,0.83048,0.000630593,0.000630593,0.000630593
316,447.681,0.50364,0.3369,0.88373,0.98976,0.99014,0.99481,0.91524,0.43746,0.27179,0.82552,0.000627292,0.000627292,0.000627292
317,449.136,0.44061,0.30659,0.86883,0.99044,0.99032,0.99485,0.9194,0.42321,0.26688,0.81917,0.000623991,0.000623991,0.000623991
318,450.591,0.44959,0.31104,0.86031,0.99061,0.99063,0.99477,0.9125,0.43612,0.27358,0.81772,0.000620691,0.000620691,0.000620691
319,451.971,0.48114,0.34158,0.89504,0.99099,0.98459,0.99466,0.9146,0.43227,0.27364,0.81784,0.00061739,0.00061739,0.00061739
320,453.372,0.48318,0.32799,0.87127,0.99025,0.99196,0.99435,0.91213,0.44188,0.28771,0.8247,0.000614089,0.000614089,0.000614089
321,454.83,0.49372,0.33746,0.88683,0.98649,0.99211,0.99428,0.90574,0.4551,0.28844,0.82976,0.000610789,0.000610789,0.000610789
322,456.206,0.47837,0.33716,0.87733,0.99056,0.99031,0.99428,0.904,0.44737,0.27899,0.82873,0.000607488,0.000607488,0.000607488
323,457.59,0.4484,0.32453,0.87418,0.99028,0.98933,0.99383,0.90443,0.44432,0.27917,0.82522,0.000604187,0.000604187,0.000604187
324,458.982,0.45035,0.32361,0.88234,0.99383,0.98738,0.99345,0.90831,0.44337,0.26968,0.82268,0.000600887,0.000600887,0.000600887
325,460.362,0.49328,0.32381,0.87797,0.99396,0.98729,0.9934,0.91421,0.42778,0.26124,0.81986,0.000597586,0.000597586,0.000597586
326,461.755,0.46042,0.32662,0.86842,0.99406,0.98688,0.99334,0.918,0.42171,0.25891,0.81675,0.000594286,0.000594286,0.000594286
327,463.152,0.45765,0.31376,0.85809,0.99251,0.98459,0.99329,0.91437,0.43048,0.26374,0.81537,0.000590985,0.000590985,0.000590985
328,464.619,0.45281,0.30988,0.8676,0.9851,0.98835,0.99355,0.91372,0.41753,0.2674,0.81416,0.000587684,0.000587684,0.000587684
329,465.992,0.44541,0.31212,0.86785,0.99228,0.98459,0.99372,0.91163,0.418,0.2679,0.8144,0.000584384,0.000584384,0.000584384
330,467.38,0.46992,0.33031,0.86727,0.99272,0.98459,0.99352,0.91684,0.41533,0.26789,0.81378,0.000581083,0.000581083,0.000581083
331,468.775,0.46566,0.30776,0.86561,0.99248,0.98459,0.99371,0.91243,0.40698,0.25987,0.8124,0.000577782,0.000577782,0.000577782
332,470.179,0.48014,0.30095,0.88032,0.99344,0.98724,0.99421,0.91306,0.42286,0.26526,0.81671,0.000574482,0.000574482,0.000574482
333,471.563,0.4869,0.33538,0.88005,0.99387,0.98741,0.9941,0.91535,0.44207,0.27717,0.82105,0.000571181,0.000571181,0.000571181
334,472.954,0.47468,0.32893,0.85752,0.99385,0.98434,0.99406,0.91704,0.42287,0.2693,0.81588,0.00056788,0.00056788,0.00056788
335,474.411,0.46515,0.32026,0.87686,0.99186,0.98083,0.99393,0.91474,0.41545,0.26599,0.81389,0.00056458,0.00056458,0.00056458
336,475.814,0.46378,0.31113,0.87831,0.97842,0.99211,0.99377,0.91562,0.41439,0.27026,0.81175,0.000561279,0.000561279,0.000561279
337,477.194,0.47442,0.31975,0.86432,0.984,0.99211,0.99427,0.91515,0.41583,0.27276,0.81248,0.000557978,0.000557978,0.000557978
338,478.577,0.46007,0.31305,0.88408,0.97893,0.98835,0.99309,0.91382,0.42574,0.27164,0.81549,0.000554678,0.000554678,0.000554678
339,479.955,0.48013,0.30895,0.87911,0.98628,0.98083,0.993,0.91467,0.41621,0.26497,0.81334,0.000551377,0.000551377,0.000551377
340,481.348,0.45755,0.30833,0.86907,0.98289,0.98835,0.99293,0.91106,0.42409,0.26615,0.81435,0.000548076,0.000548076,0.000548076
341,482.735,0.46342,0.30223,0.87989,0.98636,0.99211,0.99436,0.91056,0.41234,0.26463,0.81138,0.000544776,0.000544776,0.000544776
342,484.199,0.42444,0.28034,0.84801,0.99432,0.98071,0.99435,0.91547,0.40593,0.25759,0.80962,0.000541475,0.000541475,0.000541475
343,485.584,0.47242,0.32454,0.87912,0.98758,0.98459,0.99405,0.92052,0.39889,0.25344,0.80948,0.000538174,0.000538174,0.000538174
344,487.041,0.46459,0.30611,0.86479,0.98503,0.98835,0.99428,0.92269,0.40337,0.25864,0.81153,0.000534874,0.000534874,0.000534874
345,488.505,0.45047,0.29596,0.85368,0.98441,0.98835,0.99459,0.92695,0.3982,0.2506,0.81039,0.000531573,0.000531573,0.000531573
346,489.966,0.4421,0.30349,0.8641,0.99005,0.9861,0.99452,0.92918,0.39527,0.25023,0.81145,0.000528272,0.000528272,0.000528272
347,491.417,0.46232,0.3107,0.87215,0.9914,0.97981,0.99441,0.92599,0.39824,0.25555,0.81286,0.000524972,0.000524972,0.000524972
348,492.808,0.43155,0.30368,0.87127,0.9876,0.99036,0.99463,0.92147,0.40935,0.26448,0.81488,0.000521671,0.000521671,0.000521671
349,494.266,0.44629,0.30335,0.85791,0.98598,0.98671,0.9935,0.92519,0.40906,0.26474,0.81694,0.00051837,0.00051837,0.00051837
350,495.649,0.43289,0.29044,0.86143,0.98244,0.98281,0.99259,0.92374,0.40736,0.25659,0.81729,0.00051507,0.00051507,0.00051507
351,497.049,0.43251,0.28663,0.86315,0.98388,0.97707,0.99375,0.91499,0.4316,0.25966,0.81716,0.000511769,0.000511769,0.000511769
352,498.442,0.47919,0.31604,0.86565,0.98663,0.98459,0.99436,0.92122,0.41794,0.2559,0.81498,0.000508468,0.000508468,0.000508468
353,499.832,0.45897,0.29843,0.8714,0.99419,0.9871,0.9947,0.9245,0.41257,0.2559,0.81298,0.000505168,0.000505168,0.000505168
354,501.215,0.45673,0.3099,0.86681,0.98559,0.98459,0.994,0.92802,0.41295,0.25217,0.81303,0.000501867,0.000501867,0.000501867
355,502.596,0.45816,0.3102,0.86058,0.98651,0.9836,0.99404,0.91995,0.43888,0.2666,0.81778,0.000498566,0.000498566,0.000498566
356,504.073,0.44885,0.28847,0.85215,0.99342,0.97331,0.99377,0.928,0.4052,0.25708,0.80976,0.000495266,0.000495266,0.000495266
357,505.452,0.45414,0.29508,0.87085,0.98793,0.97707,0.99367,0.92547,0.39639,0.24815,0.80823,0.000491965,0.000491965,0.000491965
358,506.834,0.44343,0.29673,0.86344,0.98973,0.97707,0.99398,0.93116,0.39545,0.25157,0.80812,0.000488664,0.000488664,0.000488664
359,508.306,0.44668,0.28714,0.87162,0.99412,0.97681,0.99418,0.93464,0.37295,0.24055,0.80425,0.000485364,0.000485364,0.000485364
360,509.775,0.46562,0.29231,0.86874,0.99388,0.98025,0.99387,0.93346,0.37065,0.23791,0.80533,0.000482063,0.000482063,0.000482063
361,511.164,0.42424,0.2858,0.86265,0.98659,0.98083,0.99383,0.93063,0.36125,0.2411,0.8036,0.000478762,0.000478762,0.000478762
362,512.626,0.43996,0.29868,0.87567,0.98873,0.98835,0.99425,0.93253,0.36809,0.24683,0.80456,0.000475462,0.000475462,0.000475462
363,514.009,0.43881,0.29616,0.88001,0.98756,0.98835,0.99418,0.93028,0.37497,0.2487,0.80754,0.000472161,0.000472161,0.000472161
364,515.398,0.41097,0.27255,0.85074,0.98636,0.97695,0.99366,0.9339,0.36235,0.24035,0.80581,0.00046886,0.00046886,0.00046886
365,516.781,0.40788,0.28585,0.85478,0.98637,0.97992,0.99341,0.93275,0.37114,0.2433,0.80678,0.00046556,0.00046556,0.00046556
366,518.165,0.42508,0.29061,0.85341,0.99006,0.97432,0.99346,0.93296,0.3691,0.24381,0.80549,0.000462259,0.000462259,0.000462259
367,519.551,0.43434,0.27657,0.86033,0.98689,0.97707,0.99375,0.93163,0.36788,0.24332,0.80453,0.000458958,0.000458958,0.000458958
368,520.951,0.43563,0.30211,0.86869,0.98637,0.98459,0.99406,0.93179,0.37575,0.24547,0.81102,0.000455658,0.000455658,0.000455658
369,522.417,0.40945,0.26711,0.84598,0.98659,0.97975,0.99282,0.93129,0.3666,0.24399,0.81031,0.000452357,0.000452357,0.000452357
370,523.802,0.43724,0.29275,0.85879,0.98661,0.9793,0.99281,0.93339,0.36574,0.24084,0.80937,0.000449056,0.000449056,0.000449056
371,525.188,0.42499,0.28067,0.85456,0.98656,0.97905,0.99323,0.93199,0.36792,0.2453,0.80887,0.000445756,0.000445756,0.000445756
372,526.582,0.4355,0.27891,0.85069,0.9814,0.98083,0.99306,0.92884,0.36328,0.24007,0.80628,0.000442455,0.000442455,0.000442455
373,527.966,0.45763,0.29892,0.87978,0.98174,0.98083,0.99312,0.92535,0.36759,0.24075,0.8055,0.000439154,0.000439154,0.000439154
374,529.352,0.44491,0.29451,0.86155,0.98222,0.98083,0.99325,0.93255,0.35153,0.2352,0.80308,0.000435854,0.000435854,0.000435854
375,530.735,0.42947,0.27525,0.85271,0.98188,0.98083,0.99334,0.93144,0.3625,0.23685,0.80407,0.000432553,0.000432553,0.000432553
376,532.201,0.41199,0.28454,0.84368,0.98088,0.98083,0.99319,0.93276,0.36877,0.23771,0.80655,0.000429253,0.000429253,0.000429253
377,533.591,0.42077,0.27998,0.84752,0.98511,0.97707,0.99324,0.93304,0.36635,0.2358,0.80591,0.000425952,0.000425952,0.000425952
378,534.975,0.4155,0.27907,0.86505,0.98669,0.98065,0.9933,0.93214,0.36873,0.23562,0.80606,0.000422651,0.000422651,0.000422651
379,536.358,0.43452,0.26759,0.86094,0.981,0.98083,0.99326,0.92981,0.36488,0.23317,0.80459,0.000419351,0.000419351,0.000419351
380,537.757,0.40859,0.26817,0.867,0.98141,0.98083,0.99297,0.92874,0.37216,0.23532,0.80323,0.00041605,0.00041605,0.00041605
381,539.14,0.41314,0.27499,0.85951,0.98043,0.98083,0.9931,0.93117,0.37168,0.22978,0.8027,0.000412749,0.000412749,0.000412749
382,540.528,0.39976,0.27949,0.85231,0.97706,0.98459,0.99365,0.9392,0.34466,0.22131,0.80001,0.000409449,0.000409449,0.000409449
383,542.069,0.44617,0.28931,0.86694,0.97846,0.98459,0.99364,0.93775,0.33921,0.21809,0.80076,0.000406148,0.000406148,0.000406148
384,543.461,0.40698,0.27181,0.85132,0.98302,0.97436,0.99314,0.93775,0.33646,0.21731,0.79831,0.000402847,0.000402847,0.000402847
385,544.849,0.40765,0.27191,0.86568,0.98018,0.98083,0.9934,0.93464,0.35042,0.22343,0.79922,0.000399547,0.000399547,0.000399547
386,546.237,0.41931,0.26891,0.85859,0.99056,0.97701,0.9939,0.93733,0.35791,0.2292,0.80226,0.000396246,0.000396246,0.000396246
387,547.623,0.40772,0.27226,0.85981,0.98298,0.98083,0.99327,0.93769,0.35977,0.23019,0.80438,0.000392945,0.000392945,0.000392945
388,549.012,0.42901,0.28145,0.86457,0.98302,0.97625,0.99329,0.93811,0.35638,0.23061,0.80482,0.000389645,0.000389645,0.000389645
389,550.392,0.40986,0.26743,0.85107,0.9866,0.97309,0.99337,0.93994,0.35573,0.22985,0.80524,0.000386344,0.000386344,0.000386344
390,551.937,0.4064,0.25923,0.86781,0.986,0.97707,0.99327,0.94039,0.35324,0.22232,0.80425,0.000383043,0.000383043,0.000383043
391,553.392,0.4194,0.27291,0.86568,0.98503,0.97707,0.99315,0.93658,0.35333,0.22501,0.80516,0.000379743,0.000379743,0.000379743
392,554.787,0.41608,0.27719,0.86326,0.98447,0.97707,0.99312,0.9328,0.37258,0.23982,0.80621,0.000376442,0.000376442,0.000376442
393,556.179,0.39754,0.27114,0.85314,0.98503,0.97707,0.99323,0.93355,0.37151,0.23562,0.80741,0.000373141,0.000373141,0.000373141
394,557.561,0.42242,0.28689,0.85197,0.98251,0.98083,0.99351,0.94082,0.3645,0.23799,0.80835,0.000369841,0.000369841,0.000369841
395,559.009,0.40521,0.26695,0.85776,0.98188,0.98083,0.99331,0.93698,0.36118,0.23999,0.80807,0.00036654,0.00036654,0.00036654
396,560.402,0.39991,0.27924,0.86441,0.98183,0.98083,0.99323,0.93879,0.35262,0.24064,0.80304,0.000363239,0.000363239,0.000363239
397,561.869,0.37989,0.27883,0.8498,0.99005,0.98083,0.9943,0.9422,0.35258,0.24008,0.80058,0.000359939,0.000359939,0.000359939
398,563.324,0.43548,0.28656,0.86972,0.98965,0.98083,0.99434,0.93868,0.36281,0.24424,0.80113,0.000356638,0.000356638,0.000356638
399,564.721,0.40208,0.2735,0.8582,0.98953,0.98083,0.99433,0.93817,0.35686,0.23933,0.79976,0.000353337,0.000353337,0.000353337
400,566.122,0.41662,0.26836,0.85401,0.99006,0.98339,0.9943,0.94333,0.35625,0.2378,0.80087,0.000350037,0.000350037,0.000350037
401,567.586,0.40217,0.27924,0.86447,0.99028,0.97623,0.9937,0.9444,0.35024,0.23501,0.80045,0.000346736,0.000346736,0.000346736
402,569.044,0.40371,0.26108,0.86323,0.99037,0.97635,0.99378,0.94458,0.35092,0.23437,0.8009,0.000343435,0.000343435,0.000343435
403,570.499,0.41284,0.27092,0.85119,0.98671,0.98044,0.99382,0.94172,0.35709,0.22695,0.80158,0.000340135,0.000340135,0.000340135
404,571.971,0.39868,0.26248,0.84655,0.98439,0.98459,0.99396,0.93785,0.37295,0.23589,0.80286,0.000336834,0.000336834,0.000336834
405,573.356,0.40901,0.2639,0.86007,0.97916,0.98459,0.99366,0.93638,0.36728,0.23159,0.80162,0.000333533,0.000333533,0.000333533
406,574.752,0.42234,0.29325,0.87682,0.98718,0.98083,0.99352,0.9433,0.35035,0.23044,0.79789,0.000330233,0.000330233,0.000330233
407,576.147,0.39323,0.28316,0.84695,0.98362,0.98459,0.99375,0.94425,0.33961,0.22984,0.79615,0.000326932,0.000326932,0.000326932
408,577.538,0.38761,0.25695,0.8417,0.98639,0.97959,0.9939,0.93955,0.35444,0.22638,0.79634,0.000323631,0.000323631,0.000323631
409,578.927,0.39727,0.2685,0.85898,0.98979,0.98141,0.99444,0.9435,0.34674,0.22888,0.79498,0.000320331,0.000320331,0.000320331
410,580.388,0.41343,0.26199,0.86236,0.98543,0.97796,0.99382,0.94059,0.35062,0.2272,0.79569,0.00031703,0.00031703,0.00031703
411,581.776,0.37936,0.26091,0.84831,0.97399,0.98835,0.99371,0.93839,0.3566,0.22803,0.79762,0.000313729,0.000313729,0.000313729
412,583.167,0.4073,0.27404,0.87752,0.98654,0.97864,0.99372,0.93969,0.35068,0.22203,0.79594,0.000310429,0.000310429,0.000310429
413,584.551,0.38989,0.25521,0.84204,0.97951,0.98835,0.99437,0.93548,0.35637,0.22484,0.79663,0.000307128,0.000307128,0.000307128
414,585.933,0.4032,0.28028,0.86454,0.97733,0.98459,0.99405,0.93988,0.35431,0.2245,0.79555,0.000303827,0.000303827,0.000303827
415,587.311,0.39776,0.26793,0.85504,0.98499,0.98459,0.99409,0.94396,0.3472,0.22579,0.79365,0.000300527,0.000300527,0.000300527
416,588.706,0.3821,0.26011,0.85337,0.98859,0.98835,0.99455,0.94085,0.3458,0.22472,0.79261,0.000297226,0.000297226,0.000297226
417,590.16,0.37827,0.26186,0.85713,0.98867,0.98835,0.99452,0.93912,0.33849,0.22152,0.79168,0.000293925,0.000293925,0.000293925
418,591.542,0.39275,0.26092,0.84972,0.98853,0.98835,0.99459,0.9402,0.33895,0.2161,0.79153,0.000290625,0.000290625,0.000290625
419,592.92,0.40474,0.26646,0.84381,0.99015,0.99057,0.99462,0.938,0.33769,0.21919,0.79145,0.000287324,0.000287324,0.000287324
420,594.314,0.42956,0.26969,0.84968,0.98872,0.98835,0.99447,0.94124,0.33732,0.22324,0.79278,0.000284023,0.000284023,0.000284023
421,595.699,0.39232,0.25434,0.8547,0.98897,0.98835,0.99455,0.94351,0.33349,0.21855,0.79223,0.000280723,0.000280723,0.000280723
422,597.081,0.38981,0.25717,0.83494,0.98912,0.98835,0.99462,0.94265,0.33225,0.21581,0.79203,0.000277422,0.000277422,0.000277422
423,598.469,0.40717,0.27005,0.85993,0.98884,0.98835,0.99466,0.94582,0.32775,0.21874,0.79119,0.000274121,0.000274121,0.000274121
424,600.032,0.40818,0.27189,0.83963,0.98661,0.9865,0.99421,0.94649,0.32131,0.21887,0.79085,0.000270821,0.000270821,0.000270821
425,601.502,0.38582,0.26578,0.84792,0.98501,0.98459,0.99425,0.94572,0.32288,0.21507,0.79256,0.00026752,0.00026752,0.00026752
426,602.911,0.39692,0.2617,0.83924,0.98143,0.98835,0.99405,0.94247,0.33061,0.21535,0.79382,0.00026422,0.00026422,0.00026422
427,604.308,0.38758,0.25522,0.83908,0.98261,0.98835,0.99387,0.94395,0.32541,0.21767,0.79324,0.000260919,0.000260919,0.000260919
428,605.697,0.38549,0.26297,0.85423,0.98708,0.98083,0.99399,0.942,0.32183,0.21402,0.79331,0.000257618,0.000257618,0.000257618
429,607.077,0.36341,0.26111,0.85183,0.9902,0.98373,0.99395,0.94077,0.32317,0.21532,0.79422,0.000254318,0.000254318,0.000254318
430,608.461,0.38773,0.2566,0.8307,0.98728,0.98083,0.99385,0.93872,0.33099,0.21356,0.7959,0.000251017,0.000251017,0.000251017
431,609.925,0.39368,0.26568,0.85156,0.98688,0.98083,0.99378,0.94021,0.32812,0.21638,0.79532,0.000247716,0.000247716,0.000247716
432,611.324,0.38787,0.27784,0.8649,0.98485,0.97707,0.99375,0.94216,0.33057,0.21881,0.7948,0.000244416,0.000244416,0.000244416
433,612.709,0.37987,0.25286,0.83873,0.9904,0.97657,0.9937,0.93974,0.33093,0.21895,0.79506,0.000241115,0.000241115,0.000241115
434,614.094,0.41067,0.27035,0.8563,0.99045,0.97525,0.99371,0.94366,0.32723,0.21772,0.79407,0.000237814,0.000237814,0.000237814
435,615.472,0.38871,0.25963,0.85086,0.98603,0.98459,0.99388,0.94471,0.32129,0.2176,0.79285,0.000234514,0.000234514,0.000234514
436,616.867,0.38705,0.26738,0.8601,0.9853,0.98459,0.99392,0.94314,0.31414,0.21282,0.79087,0.000231213,0.000231213,0.000231213
437,618.259,0.38089,0.2653,0.83889,0.98221,0.98365,0.99374,0.94585,0.30602,0.21083,0.78881,0.000227912,0.000227912,0.000227912
438,619.73,0.37691,0.24264,0.85577,0.98229,0.98354,0.99384,0.94853,0.30562,0.20692,0.7886,0.000224612,0.000224612,0.000224612
439,621.191,0.38146,0.25863,0.84123,0.99075,0.97545,0.99366,0.94932,0.30604,0.20234,0.78872,0.000221311,0.000221311,0.000221311
440,622.675,0.36923,0.24805,0.8474,0.99042,0.97562,0.99371,0.94377,0.31497,0.20125,0.78943,0.00021801,0.00021801,0.00021801
441,624.058,0.36663,0.24326,0.84361,0.98203,0.98083,0.99346,0.94444,0.3137,0.20216,0.78955,0.00021471,0.00021471,0.00021471
442,625.437,0.38991,0.25656,0.85796,0.98239,0.98436,0.99361,0.94984,0.30653,0.20192,0.78839,0.000211409,0.000211409,0.000211409
443,626.887,0.37095,0.24643,0.84771,0.98129,0.98083,0.99351,0.94751,0.30225,0.20018,0.78779,0.000208108,0.000208108,0.000208108
444,628.283,0.35862,0.23688,0.84784,0.98392,0.97707,0.99357,0.9487,0.29229,0.19903,0.7866,0.000204808,0.000204808,0.000204808
445,629.762,0.35498,0.23984,0.8537,0.98695,0.97331,0.99358,0.94959,0.29024,0.19647,0.78636,0.000201507,0.000201507,0.000201507
446,631.148,0.35713,0.24702,0.84002,0.98666,0.97707,0.99367,0.94822,0.29204,0.20305,0.78675,0.000198206,0.000198206,0.000198206
447,632.534,0.37448,0.25563,0.83498,0.98695,0.98083,0.99393,0.94786,0.29558,0.2051,0.78795,0.000194906,0.000194906,0.000194906
448,633.928,0.3615,0.24605,0.85111,0.98444,0.98459,0.994,0.94606,0.29574,0.19806,0.78828,0.000191605,0.000191605,0.000191605
449,635.31,0.37406,0.24293,0.83885,0.98407,0.98459,0.99396,0.94974,0.29162,0.19698,0.7872,0.000188304,0.000188304,0.000188304
450,636.697,0.37995,0.26244,0.85601,0.9863,0.98677,0.99414,0.95169,0.29191,0.19654,0.78672,0.000185004,0.000185004,0.000185004
