epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,110.045,0.81145,0.64091,1.02278,0.78593,0.93196,0.94914,0.71961,0.88623,0.90533,1.03856,0.00141615,0.00141615,0.00141615
78,111.498,0.80825,0.65447,1.00734,0.86818,0.93159,0.95133,0.72829,0.88434,0.74666,1.0416,0.00141285,0.00141285,0.00141285
79,112.886,0.83426,0.67931,1.03359,0.89386,0.93572,0.95915,0.72443,0.91452,0.69196,1.05652,0.00140955,0.00140955,0.00140955
80,114.272,0.79353,0.63342,0.99988,0.8934,0.9282,0.94784,0.73519,0.8461,0.72039,1.00944,0.00140625,0.00140625,0.00140625
81,115.654,0.74322,0.60589,0.98863,0.88205,0.92407,0.94013,0.73375,0.84518,0.66845,1.00936,0.00140295,0.00140295,0.00140295
82,117.03,0.70847,0.61736,0.99516,0.86932,0.91995,0.94323,0.76398,0.79205,0.63387,0.9907,0.00139965,0.00139965,0.00139965
83,118.482,0.71793,0.57807,0.97775,0.9045,0.90874,0.94557,0.75872,0.82628,0.61771,1.01318,0.00139635,0.00139635,0.00139635
84,119.868,0.7211,0.57932,0.98178,0.87788,0.91316,0.94708,0.7414,0.89261,0.69466,1.05882,0.00139305,0.00139305,0.00139305
85,121.329,0.77192,0.62029,1.00495,0.87587,0.9299,0.96528,0.76506,0.85181,0.70041,1.02918,0.00138974,0.00138974,0.00138974
86,122.778,0.73596,0.60421,0.98277,0.89177,0.91978,0.9552,0.74483,0.85889,0.65134,1.02573,0.00138644,0.00138644,0.00138644
87,124.169,0.71895,0.56278,0.9721,0.88477,0.92754,0.95511,0.74005,0.87596,0.67993,1.03056,0.00138314,0.00138314,0.00138314
88,125.563,0.73902,0.60319,0.9512,0.89804,0.93572,0.95289,0.74566,0.96686,0.77772,1.09356,0.00137984,0.00137984,0.00137984
89,126.944,0.77222,0.63873,1.00607,0.90189,0.94209,0.97119,0.75109,0.93395,0.75274,1.06485,0.00137654,0.00137654,0.00137654
90,128.317,0.70304,0.61793,0.97178,0.87301,0.9282,0.9516,0.74599,0.83217,0.66831,1.01683,0.00137324,0.00137324,0.00137324
91,129.713,0.68995,0.58412,0.96079,0.88745,0.92462,0.93772,0.72396,0.93344,0.66794,1.06969,0.00136994,0.00136994,0.00136994
92,131.108,0.73691,0.58529,0.97415,0.75392,0.91993,0.90992,0.70641,0.89545,0.65917,1.05248,0.00136664,0.00136664,0.00136664
93,132.572,0.75348,0.64104,1.00614,0.83496,0.91692,0.9245,0.72946,0.7816,0.63715,0.99731,0.00136334,0.00136334,0.00136334
94,133.957,0.70056,0.64226,0.98805,0.84573,0.91699,0.92762,0.72522,0.77511,0.68397,0.97751,0.00136004,0.00136004,0.00136004
95,135.346,0.68005,0.60853,0.95376,0.84254,0.92444,0.94025,0.73151,0.80345,0.7014,0.99159,0.00135674,0.00135674,0.00135674
96,136.734,0.72839,0.60917,0.95948,0.89663,0.93196,0.95348,0.73879,0.81409,0.70294,0.9947,0.00135344,0.00135344,0.00135344
97,138.112,0.70977,0.6216,0.98208,0.85843,0.92904,0.93916,0.74135,0.82114,0.67622,1.00038,0.00135014,0.00135014,0.00135014
98,139.492,0.71479,0.57987,0.97376,0.9016,0.94425,0.95452,0.75364,0.78575,0.62853,0.97879,0.00134684,0.00134684,0.00134684
99,140.957,0.70121,0.59493,0.98601,0.94252,0.97161,0.97476,0.76574,0.77822,0.60408,0.96916,0.00134354,0.00134354,0.00134354
100,142.421,0.64768,0.52297,0.93903,0.92747,0.96203,0.97264,0.7705,0.79345,0.59241,0.97976,0.00134023,0.00134023,0.00134023
101,143.869,0.65472,0.52948,0.93946,0.89614,0.95075,0.95197,0.76096,0.79863,0.62895,0.97619,0.00133693,0.00133693,0.00133693
102,145.248,0.67995,0.58261,0.95045,0.84286,0.96203,0.94041,0.76404,0.79845,0.64653,0.99763,0.00133363,0.00133363,0.00133363
103,146.633,0.68372,0.54573,0.95243,0.81701,0.89812,0.9048,0.71899,0.8267,0.67746,1.00634,0.00133033,0.00133033,0.00133033
104,148.022,0.6788,0.58154,0.96904,0.8488,0.923,0.93857,0.74483,0.79271,0.62943,0.99536,0.00132703,0.00132703,0.00132703
105,149.411,0.70457,0.62638,0.96014,0.87376,0.90527,0.94753,0.75947,0.75981,0.61674,0.98003,0.00132373,0.00132373,0.00132373
106,150.875,0.67359,0.54229,0.96069,0.91309,0.92563,0.96434,0.76451,0.74752,0.57931,0.96228,0.00132043,0.00132043,0.00132043
107,152.251,0.65062,0.51088,0.94033,0.89906,0.93304,0.95909,0.75951,0.78776,0.60222,0.97239,0.00131713,0.00131713,0.00131713
108,153.651,0.69526,0.54066,0.93075,0.87125,0.95451,0.97178,0.76995,0.78241,0.68939,0.97467,0.00131383,0.00131383,0.00131383
109,155.039,0.69056,0.56474,0.97652,0.87747,0.93196,0.96322,0.7714,0.78189,0.70204,0.98194,0.00131053,0.00131053,0.00131053
110,156.426,0.69841,0.55618,0.9676,0.89099,0.95733,0.9657,0.77568,0.76022,0.61513,0.97591,0.00130723,0.00130723,0.00130723
111,157.889,0.67029,0.55645,0.95935,0.91059,0.9515,0.96643,0.77924,0.7177,0.60273,0.96879,0.00130393,0.00130393,0.00130393
112,159.351,0.70154,0.57217,0.96081,0.89752,0.94626,0.95969,0.77051,0.7468,0.58899,0.96471,0.00130063,0.00130063,0.00130063
113,160.812,0.70549,0.55487,0.95732,0.90703,0.94883,0.96476,0.76369,0.75308,0.62342,0.96844,0.00129733,0.00129733,0.00129733
114,162.209,0.65351,0.53754,0.94213,0.9085,0.96955,0.97326,0.76763,0.72873,0.62449,0.95462,0.00129403,0.00129403,0.00129403
115,163.591,0.67035,0.52131,0.94932,0.89518,0.96035,0.97288,0.7691,0.7274,0.61266,0.9486,0.00129072,0.00129072,0.00129072
116,164.972,0.61572,0.53721,0.95322,0.86767,0.91655,0.9325,0.72634,0.77753,0.61792,0.97391,0.00128742,0.00128742,0.00128742
117,166.351,0.65952,0.54709,0.95622,0.88375,0.93948,0.95716,0.78077,0.71751,0.56657,0.94827,0.00128412,0.00128412,0.00128412
118,167.819,0.64621,0.50722,0.92771,0.85904,0.91692,0.92776,0.73375,0.81691,0.64161,0.98439,0.00128082,0.00128082,0.00128082
119,169.194,0.7066,0.61056,0.96433,0.8935,0.92854,0.95938,0.74939,0.80539,0.62465,0.98902,0.00127752,0.00127752,0.00127752
120,170.663,0.7076,0.55293,0.97695,0.94675,0.95451,0.97558,0.77121,0.78275,0.60449,0.97869,0.00127422,0.00127422,0.00127422
121,172.046,0.67346,0.56102,0.94597,0.89569,0.9584,0.96765,0.77804,0.73738,0.56948,0.95041,0.00127092,0.00127092,0.00127092
122,173.445,0.64678,0.53569,0.9532,0.87274,0.93236,0.92125,0.73127,0.76424,0.81477,0.96486,0.00126762,0.00126762,0.00126762
123,174.855,0.70353,0.53531,0.96254,0.83619,0.92444,0.88848,0.72233,0.74135,0.84865,0.96527,0.00126432,0.00126432,0.00126432
124,176.248,0.65285,0.50125,0.93867,0.89661,0.96955,0.9686,0.78506,0.73995,0.55643,0.96283,0.00126102,0.00126102,0.00126102
125,177.703,0.64474,0.50948,0.93223,0.93254,0.97331,0.98647,0.79123,0.70897,0.54823,0.94705,0.00125772,0.00125772,0.00125772
126,179.157,0.65959,0.48263,0.95186,0.92287,0.96261,0.97887,0.79186,0.69724,0.54607,0.93958,0.00125442,0.00125442,0.00125442
127,180.634,0.67783,0.50061,0.93986,0.92443,0.94777,0.97277,0.78134,0.69238,0.53916,0.9378,0.00125112,0.00125112,0.00125112
128,182.029,0.70194,0.52677,0.96406,0.94377,0.96638,0.98228,0.78492,0.69004,0.52543,0.93884,0.00124782,0.00124782,0.00124782
129,183.412,0.66796,0.51955,0.96794,0.95753,0.96444,0.98379,0.79406,0.71833,0.51422,0.93773,0.00124452,0.00124452,0.00124452
130,184.861,0.63258,0.496,0.94407,0.96102,0.96008,0.98208,0.79456,0.7113,0.51499,0.93632,0.00124121,0.00124121,0.00124121
131,186.313,0.62905,0.51223,0.95446,0.91103,0.96918,0.97686,0.80062,0.68322,0.51379,0.9281,0.00123791,0.00123791,0.00123791
132,187.779,0.66239,0.55651,0.94774,0.91386,0.96918,0.97985,0.794,0.6993,0.54856,0.93291,0.00123461,0.00123461,0.00123461
133,189.16,0.65752,0.53996,0.96994,0.90937,0.96203,0.96557,0.7975,0.6802,0.56117,0.92593,0.00123131,0.00123131,0.00123131
134,190.618,0.63487,0.50321,0.92591,0.89343,0.97331,0.97503,0.80496,0.6485,0.56332,0.91293,0.00122801,0.00122801,0.00122801
135,192.075,0.61836,0.52903,0.94294,0.94072,0.95451,0.97903,0.79646,0.74584,0.57096,0.96348,0.00122471,0.00122471,0.00122471
136,193.481,0.65001,0.48115,0.93978,0.93065,0.96579,0.97238,0.78711,0.74488,0.54601,0.94938,0.00122141,0.00122141,0.00122141
137,194.861,0.69032,0.53334,0.9404,0.92719,0.96648,0.98286,0.79314,0.71749,0.55147,0.94665,0.00121811,0.00121811,0.00121811
138,196.246,0.69342,0.54767,0.96232,0.91578,0.947,0.96624,0.75976,0.76777,0.56372,0.96,0.00121481,0.00121481,0.00121481
139,197.638,0.79397,0.63236,1.03107,0.88443,0.9282,0.95943,0.73639,0.80957,0.62263,0.98418,0.00121151,0.00121151,0.00121151
140,199.12,0.73056,0.60271,0.98792,0.84704,0.947,0.95776,0.75483,0.78921,0.62661,0.98793,0.00120821,0.00120821,0.00120821
141,200.502,0.72986,0.59623,0.99364,0.90687,0.95451,0.9709,0.76942,0.75758,0.60646,0.97389,0.00120491,0.00120491,0.00120491
142,201.889,0.69575,0.547,0.94614,0.91592,0.958,0.96881,0.78317,0.71238,0.59095,0.95237,0.00120161,0.00120161,0.00120161
143,203.269,0.66007,0.55439,0.96424,0.93445,0.97331,0.97956,0.79641,0.6607,0.55467,0.93036,0.00119831,0.00119831,0.00119831
144,204.662,0.63446,0.51905,0.9459,0.94944,0.94484,0.97827,0.79446,0.69609,0.55667,0.93343,0.00119501,0.00119501,0.00119501
145,206.043,0.65816,0.55097,0.96289,0.938,0.94088,0.97448,0.80287,0.66552,0.52592,0.92087,0.0011917,0.0011917,0.0011917
146,207.422,0.63931,0.52003,0.94586,0.95936,0.96955,0.98715,0.80872,0.66543,0.48938,0.92692,0.0011884,0.0011884,0.0011884
147,208.948,0.64911,0.50289,0.95053,0.94458,0.97063,0.98233,0.80128,0.67947,0.52152,0.93168,0.0011851,0.0011851,0.0011851
148,210.335,0.63375,0.51776,0.93912,0.93307,0.97707,0.98766,0.80042,0.69121,0.50769,0.9306,0.0011818,0.0011818,0.0011818
149,211.722,0.63538,0.48995,0.94692,0.8964,0.96817,0.97134,0.79173,0.69527,0.48808,0.93196,0.0011785,0.0011785,0.0011785
150,213.111,0.64294,0.50255,0.9566,0.89269,0.95414,0.96824,0.79633,0.66875,0.49505,0.92593,0.0011752,0.0011752,0.0011752
151,214.495,0.68873,0.5361,0.97437,0.92526,0.9579,0.9777,0.78877,0.67996,0.49981,0.92785,0.0011719,0.0011719,0.0011719
152,215.887,0.61034,0.4837,0.92093,0.94666,0.98459,0.99185,0.81056,0.66329,0.47755,0.91629,0.0011686,0.0011686,0.0011686
153,217.348,0.59523,0.47492,0.92887,0.93366,0.97019,0.97432,0.80554,0.66923,0.46996,0.91675,0.0011653,0.0011653,0.0011653
154,218.806,0.60215,0.48961,0.92256,0.95506,0.97707,0.98689,0.81052,0.66501,0.47393,0.91561,0.001162,0.001162,0.001162
155,220.195,0.60194,0.47685,0.92811,0.95059,0.95859,0.97933,0.7983,0.6476,0.48031,0.91359,0.0011587,0.0011587,0.0011587
156,221.582,0.59697,0.46842,0.92437,0.9636,0.97245,0.98525,0.81604,0.64471,0.48765,0.90791,0.0011554,0.0011554,0.0011554
157,223.029,0.65156,0.51153,0.94886,0.95071,0.96124,0.984,0.81264,0.64904,0.49818,0.91485,0.0011521,0.0011521,0.0011521
158,224.412,0.58252,0.44467,0.92026,0.9742,0.97528,0.97771,0.8024,0.6751,0.50103,0.92202,0.0011488,0.0011488,0.0011488
159,225.787,0.63989,0.48098,0.94318,0.97592,0.98046,0.98762,0.80816,0.66504,0.48473,0.91741,0.0011455,0.0011455,0.0011455
160,227.181,0.61786,0.50313,0.9446,0.92986,0.947,0.96588,0.79988,0.64541,0.49643,0.90595,0.0011422,0.0011422,0.0011422
161,228.563,0.57252,0.48262,0.91684,0.91504,0.97294,0.97719,0.80579,0.6532,0.50292,0.90793,0.00113889,0.00113889,0.00113889
162,230.029,0.61805,0.51117,0.91473,0.94049,0.97177,0.98084,0.80179,0.67104,0.51299,0.91558,0.00113559,0.00113559,0.00113559
163,231.413,0.59548,0.49479,0.94398,0.93469,0.95827,0.97425,0.81112,0.66137,0.50989,0.91422,0.00113229,0.00113229,0.00113229
164,232.81,0.62387,0.52353,0.92135,0.95543,0.96632,0.9816,0.81348,0.63565,0.49554,0.90755,0.00112899,0.00112899,0.00112899
165,234.186,0.62054,0.46839,0.93919,0.96888,0.98083,0.98996,0.80616,0.63668,0.47788,0.90862,0.00112569,0.00112569,0.00112569
166,235.577,0.59748,0.50531,0.92812,0.96575,0.97648,0.9884,0.8114,0.62787,0.47424,0.903,0.00112239,0.00112239,0.00112239
167,236.952,0.62668,0.50042,0.92877,0.95162,0.96542,0.98469,0.81058,0.66296,0.48535,0.91087,0.00111909,0.00111909,0.00111909
168,238.343,0.627,0.51379,0.94118,0.96346,0.97331,0.98204,0.80614,0.65856,0.45765,0.91635,0.00111579,0.00111579,0.00111579
169,239.801,0.64872,0.4876,0.95529,0.96648,0.98459,0.98768,0.81397,0.63978,0.46274,0.90902,0.00111249,0.00111249,0.00111249
170,241.189,0.66358,0.53326,0.98432,0.96675,0.98459,0.99089,0.81771,0.65861,0.46893,0.90633,0.00110919,0.00110919,0.00110919
171,242.658,0.62884,0.48647,0.928,0.96458,0.98459,0.99112,0.82464,0.62294,0.45688,0.89757,0.00110589,0.00110589,0.00110589
172,244.123,0.61895,0.45565,0.93054,0.92946,0.95827,0.97635,0.81469,0.64662,0.4535,0.90882,0.00110259,0.00110259,0.00110259
173,245.502,0.62253,0.49513,0.93959,0.9385,0.95837,0.9707,0.80646,0.65644,0.47179,0.90975,0.00109929,0.00109929,0.00109929
174,246.891,0.61874,0.46791,0.9294,0.94102,0.96203,0.976,0.81503,0.62748,0.46041,0.90185,0.00109599,0.00109599,0.00109599
175,248.302,0.62735,0.46805,0.94196,0.952,0.95939,0.98116,0.82243,0.64345,0.44422,0.9044,0.00109269,0.00109269,0.00109269
176,249.785,0.61227,0.4662,0.9456,0.93558,0.95794,0.97567,0.81261,0.65482,0.46627,0.89641,0.00108938,0.00108938,0.00108938
177,251.178,0.60522,0.46586,0.92943,0.95197,0.97842,0.98898,0.84149,0.61322,0.43404,0.89036,0.00108608,0.00108608,0.00108608
178,252.647,0.61436,0.48215,0.95517,0.94919,0.95827,0.98014,0.84116,0.59247,0.42553,0.88747,0.00108278,0.00108278,0.00108278
179,254.036,0.61296,0.48018,0.91882,0.94642,0.94964,0.98498,0.82659,0.6083,0.4554,0.89079,0.00107948,0.00107948,0.00107948
180,255.437,0.57997,0.46068,0.93115,0.97223,0.9619,0.9878,0.8243,0.6081,0.44282,0.89275,0.00107618,0.00107618,0.00107618
181,256.831,0.63199,0.46961,0.93245,0.95787,0.96608,0.98529,0.83217,0.60169,0.4437,0.88612,0.00107288,0.00107288,0.00107288
182,258.221,0.61504,0.46853,0.92835,0.97458,0.97707,0.98889,0.83311,0.61964,0.4387,0.89048,0.00106958,0.00106958,0.00106958
183,259.69,0.62398,0.47344,0.92773,0.96685,0.97292,0.98066,0.82435,0.62914,0.46333,0.90105,0.00106628,0.00106628,0.00106628
184,261.091,0.63742,0.50211,0.93672,0.95832,0.98083,0.98424,0.82537,0.63967,0.49996,0.9143,0.00106298,0.00106298,0.00106298
185,262.475,0.65696,0.4958,0.94393,0.94827,0.96579,0.9792,0.82006,0.65209,0.48503,0.92121,0.00105968,0.00105968,0.00105968
186,263.86,0.65521,0.47505,0.91819,0.94376,0.96715,0.98197,0.81933,0.63565,0.48616,0.91815,0.00105638,0.00105638,0.00105638
187,265.249,0.60436,0.46459,0.94204,0.9307,0.95413,0.97245,0.81871,0.63492,0.46884,0.91508,0.00105308,0.00105308,0.00105308
188,266.641,0.59049,0.47166,0.91403,0.93762,0.96115,0.97601,0.8144,0.65277,0.45006,0.90938,0.00104978,0.00104978,0.00104978
189,268.024,0.57751,0.44616,0.92722,0.95084,0.97216,0.9813,0.82945,0.60882,0.43137,0.89441,0.00104648,0.00104648,0.00104648
190,269.496,0.59262,0.43532,0.9252,0.96822,0.98083,0.9895,0.83621,0.60417,0.40835,0.89933,0.00104318,0.00104318,0.00104318
191,270.874,0.56135,0.43095,0.93197,0.97398,0.9767,0.98936,0.83447,0.63513,0.42471,0.91848,0.00103987,0.00103987,0.00103987
192,272.269,0.56076,0.43919,0.9114,0.94959,0.97294,0.98636,0.833,0.57599,0.43705,0.88599,0.00103657,0.00103657,0.00103657
193,273.644,0.57685,0.42484,0.92141,0.9672,0.97826,0.99053,0.84652,0.5697,0.40932,0.88489,0.00103327,0.00103327,0.00103327
194,275.096,0.57872,0.42824,0.89551,0.94711,0.97707,0.98552,0.83752,0.6119,0.44301,0.90114,0.00102997,0.00102997,0.00102997
195,276.471,0.62344,0.47807,0.92977,0.93304,0.95075,0.97305,0.83111,0.57785,0.45969,0.89074,0.00102667,0.00102667,0.00102667
196,277.872,0.61031,0.47397,0.93847,0.93532,0.96349,0.97206,0.82513,0.59252,0.43054,0.88691,0.00102337,0.00102337,0.00102337
197,279.333,0.59861,0.4919,0.93079,0.96032,0.9678,0.97461,0.81575,0.59788,0.43121,0.88945,0.00102007,0.00102007,0.00102007
198,280.719,0.63545,0.50708,0.94592,0.96965,0.96579,0.98497,0.81904,0.58429,0.43988,0.88212,0.00101677,0.00101677,0.00101677
199,282.104,0.59362,0.45686,0.91883,0.95706,0.97751,0.98399,0.82765,0.57846,0.43041,0.87595,0.00101347,0.00101347,0.00101347
200,283.496,0.57726,0.42237,0.94039,0.96647,0.98459,0.98618,0.82915,0.59717,0.40378,0.88505,0.00101017,0.00101017,0.00101017
201,284.878,0.56891,0.45121,0.91592,0.96117,0.98083,0.98772,0.8401,0.57078,0.40534,0.87669,0.00100687,0.00100687,0.00100687
202,286.263,0.57839,0.44416,0.90555,0.9467,0.98459,0.98997,0.84171,0.54807,0.40368,0.86866,0.00100357,0.00100357,0.00100357
203,287.649,0.55097,0.43624,0.90615,0.96186,0.98459,0.9889,0.83728,0.57242,0.41058,0.88048,0.00100027,0.00100027,0.00100027
204,289.133,0.57178,0.44222,0.93229,0.95912,0.98459,0.98988,0.8448,0.5956,0.42029,0.88946,0.000996966,0.000996966,0.000996966
205,290.52,0.55784,0.41545,0.90436,0.94582,0.97352,0.98805,0.83173,0.63173,0.44924,0.89993,0.000993665,0.000993665,0.000993665
206,291.899,0.61229,0.47178,0.93334,0.92798,0.95075,0.9709,0.80472,0.64053,0.46745,0.90048,0.000990365,0.000990365,0.000990365
207,293.281,0.5704,0.47494,0.92873,0.94377,0.96579,0.98338,0.83785,0.58916,0.43809,0.88334,0.000987064,0.000987064,0.000987064
208,294.671,0.61635,0.44975,0.92874,0.94319,0.95827,0.98575,0.83525,0.58021,0.43286,0.87842,0.000983763,0.000983763,0.000983763
209,296.057,0.5574,0.42861,0.90935,0.92608,0.9579,0.98634,0.84905,0.57101,0.41608,0.87418,0.000980463,0.000980463,0.000980463
210,297.509,0.60004,0.44199,0.92086,0.92794,0.98046,0.98716,0.82856,0.61343,0.43174,0.8888,0.000977162,0.000977162,0.000977162
211,298.974,0.60928,0.43364,0.92142,0.93205,0.97097,0.985,0.83437,0.59184,0.44687,0.88202,0.000973861,0.000973861,0.000973861
212,300.362,0.60355,0.46127,0.94419,0.96487,0.98459,0.98911,0.84078,0.60494,0.43289,0.8822,0.000970561,0.000970561,0.000970561
213,301.749,0.58549,0.4307,0.92241,0.98307,0.98459,0.99054,0.85101,0.54784,0.39697,0.86352,0.00096726,0.00096726,0.00096726
214,303.21,0.56113,0.40979,0.90344,0.97896,0.97586,0.99109,0.85065,0.5434,0.3938,0.86495,0.000963959,0.000963959,0.000963959
215,304.594,0.58799,0.43634,0.92018,0.95277,0.95451,0.98479,0.83206,0.60446,0.41104,0.88392,0.000960659,0.000960659,0.000960659
216,305.995,0.58698,0.47105,0.91135,0.96143,0.97707,0.9873,0.84468,0.59255,0.41084,0.88052,0.000957358,0.000957358,0.000957358
217,307.378,0.57654,0.43228,0.89654,0.97214,0.98646,0.99328,0.85519,0.57963,0.40617,0.87228,0.000954057,0.000954057,0.000954057
218,308.914,0.56043,0.41388,0.91418,0.96997,0.97331,0.98487,0.85844,0.55938,0.39945,0.86279,0.000950757,0.000950757,0.000950757
219,310.378,0.56562,0.41167,0.90942,0.98384,0.98459,0.9929,0.86197,0.53401,0.36825,0.85793,0.000947456,0.000947456,0.000947456
220,311.848,0.57751,0.41324,0.91225,0.97673,0.98083,0.99223,0.85879,0.5553,0.36968,0.86475,0.000944155,0.000944155,0.000944155
221,313.24,0.58127,0.43705,0.90659,0.97406,0.98083,0.9898,0.8475,0.58471,0.37914,0.87618,0.000940855,0.000940855,0.000940855
222,314.62,0.58423,0.40449,0.91933,0.98245,0.98835,0.99234,0.84073,0.59452,0.38031,0.87886,0.000937554,0.000937554,0.000937554
223,316.001,0.60789,0.43612,0.92482,0.9748,0.97707,0.98974,0.84014,0.58093,0.38548,0.87393,0.000934253,0.000934253,0.000934253
224,317.389,0.5534,0.41123,0.89143,0.97095,0.97707,0.98826,0.85216,0.51261,0.37611,0.85436,0.000930953,0.000930953,0.000930953
225,318.85,0.54752,0.3918,0.90356,0.96355,0.98426,0.99017,0.86159,0.51403,0.36423,0.85122,0.000927652,0.000927652,0.000927652
226,320.231,0.55946,0.39633,0.90209,0.98453,0.99211,0.993,0.86097,0.5351,0.35449,0.85539,0.000924352,0.000924352,0.000924352
227,321.617,0.54946,0.40552,0.89086,0.98842,0.99211,0.99451,0.86853,0.54198,0.36446,0.85726,0.000921051,0.000921051,0.000921051
228,323.088,0.57389,0.4119,0.89868,0.98438,0.98835,0.99324,0.85396,0.58055,0.39984,0.86495,0.00091775,0.00091775,0.00091775
229,324.471,0.57599,0.40578,0.91726,0.97488,0.98835,0.99293,0.85913,0.57493,0.3887,0.86461,0.00091445,0.00091445,0.00091445
230,325.865,0.52613,0.39668,0.90124,0.98415,0.99211,0.99355,0.87122,0.55,0.37876,0.86002,0.000911149,0.000911149,0.000911149
231,327.399,0.51212,0.37607,0.89895,0.98243,0.99211,0.99291,0.87344,0.53451,0.36806,0.8541,0.000907848,0.000907848,0.000907848
232,328.858,0.54023,0.38123,0.89271,0.97517,0.98835,0.99219,0.86876,0.53255,0.36651,0.85827,0.000904548,0.000904548,0.000904548
233,330.25,0.57281,0.42002,0.91026,0.95901,0.98459,0.99144,0.86471,0.52453,0.38472,0.85679,0.000901247,0.000901247,0.000901247
234,331.65,0.55689,0.4094,0.92599,0.9642,0.99211,0.99426,0.8645,0.5232,0.36607,0.85712,0.000897946,0.000897946,0.000897946
235,333.024,0.56675,0.40067,0.90043,0.98117,0.99475,0.99392,0.85757,0.54334,0.3672,0.86386,0.000894646,0.000894646,0.000894646
236,334.425,0.57485,0.40931,0.90031,0.97845,0.99211,0.99424,0.85698,0.55985,0.36443,0.86557,0.000891345,0.000891345,0.000891345
237,335.808,0.56937,0.40939,0.92094,0.97281,0.98835,0.99222,0.8506,0.55168,0.36248,0.86002,0.000888044,0.000888044,0.000888044
238,337.268,0.5576,0.41308,0.90465,0.97299,0.98835,0.99166,0.85699,0.54639,0.36635,0.85967,0.000884744,0.000884744,0.000884744
239,338.658,0.5621,0.41311,0.8971,0.98177,0.98835,0.99265,0.86454,0.53495,0.34837,0.85941,0.000881443,0.000881443,0.000881443
240,340.047,0.52787,0.3835,0.8885,0.97602,0.98083,0.99123,0.86789,0.56102,0.35873,0.87276,0.000878142,0.000878142,0.000878142
241,341.436,0.56254,0.41698,0.90593,0.97688,0.98083,0.99011,0.85925,0.59514,0.38145,0.88564,0.000874842,0.000874842,0.000874842
242,342.819,0.53118,0.38422,0.882,0.98287,0.98388,0.99118,0.86422,0.58539,0.38322,0.88372,0.000871541,0.000871541,0.000871541
243,344.211,0.56652,0.41654,0.92609,0.98452,0.97927,0.99047,0.86846,0.55364,0.37429,0.86497,0.00086824,0.00086824,0.00086824
244,345.604,0.56584,0.39381,0.92077,0.97832,0.98835,0.99358,0.87766,0.51698,0.35979,0.8506,0.00086494,0.00086494,0.00086494
245,347.134,0.52112,0.37455,0.90172,0.98591,0.98808,0.99299,0.87252,0.51475,0.3635,0.84819,0.000861639,0.000861639,0.000861639
246,348.517,0.53131,0.40366,0.90876,0.98399,0.98835,0.99313,0.87932,0.50341,0.3528,0.84587,0.000858338,0.000858338,0.000858338
247,349.969,0.53482,0.38606,0.88606,0.98227,0.98459,0.99124,0.86909,0.52484,0.346,0.85045,0.000855038,0.000855038,0.000855038
248,351.366,0.52957,0.40009,0.89363,0.97322,0.98605,0.99311,0.87433,0.50123,0.37078,0.85132,0.000851737,0.000851737,0.000851737
249,352.748,0.53945,0.41644,0.89184,0.96975,0.98459,0.99278,0.86024,0.54107,0.36463,0.86423,0.000848436,0.000848436,0.000848436
250,354.13,0.54546,0.38739,0.90962,0.95908,0.99329,0.99405,0.87971,0.49214,0.36444,0.84645,0.000845136,0.000845136,0.000845136
251,355.586,0.52053,0.40447,0.87853,0.96816,0.98815,0.99314,0.87828,0.49623,0.36328,0.84349,0.000841835,0.000841835,0.000841835
252,357.069,0.53173,0.39365,0.91676,0.97229,0.99211,0.99199,0.87629,0.50451,0.33597,0.84855,0.000838534,0.000838534,0.000838534
253,358.459,0.53034,0.39048,0.89091,0.97516,0.98057,0.99138,0.87839,0.51667,0.35221,0.85412,0.000835234,0.000835234,0.000835234
254,359.846,0.54766,0.39058,0.91912,0.96943,0.98835,0.99248,0.88148,0.50441,0.34416,0.84749,0.000831933,0.000831933,0.000831933
255,361.308,0.53584,0.38646,0.90224,0.97944,0.98422,0.99288,0.86825,0.50489,0.37334,0.84601,0.000828632,0.000828632,0.000828632
256,362.707,0.53225,0.39333,0.90754,0.97009,0.97293,0.98805,0.8665,0.5272,0.35906,0.85141,0.000825332,0.000825332,0.000825332
257,364.106,0.54414,0.38229,0.90221,0.9631,0.97667,0.98615,0.87208,0.52602,0.36703,0.84894,0.000822031,0.000822031,0.000822031
258,365.485,0.53827,0.39898,0.9038,0.96723,0.98178,0.99129,0.88265,0.52229,0.35889,0.84827,0.00081873,0.00081873,0.00081873
259,367.012,0.55216,0.40103,0.90504,0.97796,0.98834,0.99367,0.88782,0.51589,0.34541,0.84867,0.00081543,0.00081543,0.00081543
260,368.497,0.54098,0.37805,0.8756,0.97537,0.98459,0.99288,0.8854,0.50956,0.34615,0.85089,0.000812129,0.000812129,0.000812129
261,369.897,0.52232,0.38324,0.87515,0.98235,0.99,0.99356,0.88872,0.49542,0.33516,0.84654,0.000808828,0.000808828,0.000808828
262,371.356,0.52411,0.35592,0.90057,0.98299,0.98835,0.99302,0.88953,0.49014,0.32166,0.84187,0.000805528,0.000805528,0.000805528
263,372.812,0.51784,0.36845,0.90447,0.97868,0.98839,0.99299,0.88443,0.4868,0.32812,0.84054,0.000802227,0.000802227,0.000802227
